Date, Time, DS_name, num_DS, num_threads, thread_config, DS_config, duration, keyspace, interval, Op0, Op1, TotalOps
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 70, 160, 10, 114837986, 667415969, 782253955
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 80, 160, 10, 130379133, 761185648, 891564781
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 90, 160, 10, 145736181, 854254500, 999990681
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 100, 160, 10, 160867969, 946598980, 1107466949
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 110, 160, 10, 175822270, 1038526396, 1214348666
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 120, 160, 10, 190614580, 1130126826, 1320741406
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 130, 160, 10, 205240572, 1221257517, 1426498089
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 140, 160, 10, 219713016, 1311973917, 1531686933
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 150, 160, 10, 234056735, 1402294113, 1636350848
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 160, 160, 10, 248235025, 1492269542, 1740504567
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 170, 160, 10, 262298579, 1581975650, 1844274229
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 180, 160, 10, 276213346, 1671289159, 1947502505
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 190, 160, 10, 290016489, 1760032887, 2050049376
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 200, 160, 10, 303657028, 1848260759, 2151917787
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 210, 160, 10, 317174065, 1936259509, 2253433574
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 220, 160, 10, 330566049, 2023908323, 2354474372
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 230, 160, 10, 343856860, 2111078961, 2454935821
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 240, 160, 10, 357029664, 2198039327, 2555068991
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 250, 160, 10, 370108532, 2284755237, 2654863769
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 260, 160, 10, 383097199, 2371210702, 2754307901
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 270, 160, 10, 395990875, 2457327319, 2853318194
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 280, 160, 10, 408770712, 2543282099, 2952052811
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 290, 160, 10, 421478696, 2628829388, 3050308084
2026-02-02, 16:44:26, bst, 10000000, 128, reverse, numa, 300, 160, 10, 434229472, 2714741377, 3148970849
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 10, 160, 10, 125468428, 142499814, 267968242
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 20, 160, 10, 249622754, 283841925, 533464679
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 30, 160, 10, 372553545, 425171869, 797725414
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 40, 160, 10, 494810950, 567558248, 1062369198
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 50, 160, 10, 615891941, 709993956, 1325885897
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 60, 160, 10, 736212931, 852700370, 1588913301
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 70, 160, 10, 855462081, 995195664, 1850657745
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 80, 160, 10, 973029493, 1137548891, 2110578384
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 90, 160, 10, 1090463662, 1279415542, 2369879204
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 100, 160, 10, 1206802228, 1421892481, 2628694709
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 110, 160, 10, 1322954644, 1564148816, 2887103460
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 120, 160, 10, 1439282302, 1706471589, 3145753891
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 130, 160, 10, 1556274632, 1849003528, 3405278160
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 140, 160, 10, 1673485604, 1992018415, 3665504019
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 150, 160, 10, 1791380973, 2135300461, 3926681434
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 160, 160, 10, 1910347637, 2278138847, 4188486484
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 170, 160, 10, 2029827461, 2421311388, 4451138849
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 180, 160, 10, 2150057360, 2564445426, 4714502786
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 190, 160, 10, 2270919776, 2707570678, 4978490454
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 200, 160, 10, 2392572702, 2851076016, 5243648718
