# started on Mon Jan 26 13:29:34 2026

#           time             counts unit events
   142.142504636             72,019      ocr.demand_data_rd.remote_dram                                        
   142.142504636            672,698      ocr.demand_data_rd.local_dram                                         
   144.144958095             74,301      ocr.demand_data_rd.remote_dram                                        
   144.144958095            680,611      ocr.demand_data_rd.local_dram                                         
   146.146486289             71,901      ocr.demand_data_rd.remote_dram                                        
   146.146486289            674,886      ocr.demand_data_rd.local_dram                                         
   148.149025498             74,206      ocr.demand_data_rd.remote_dram                                        
   148.149025498            684,429      ocr.demand_data_rd.local_dram                                         
   150.150489905             73,968      ocr.demand_data_rd.remote_dram                                        
   150.150489905            675,013      ocr.demand_data_rd.local_dram                                         
   152.153017332             74,994      ocr.demand_data_rd.remote_dram                                        
   152.153017332            682,685      ocr.demand_data_rd.local_dram                                         
   154.154587185             73,029      ocr.demand_data_rd.remote_dram                                        
   154.154587185            671,631      ocr.demand_data_rd.local_dram                                         
   156.157061810             75,644      ocr.demand_data_rd.remote_dram                                        
   156.157061810            677,713      ocr.demand_data_rd.local_dram                                         
#           time             counts unit events
   158.158612797             73,840      ocr.demand_data_rd.remote_dram                                        
   158.158612797            680,040      ocr.demand_data_rd.local_dram                                         
   160.161067054             73,671      ocr.demand_data_rd.remote_dram                                        
   160.161067054            682,718      ocr.demand_data_rd.local_dram                                         
   162.162480015             74,080      ocr.demand_data_rd.remote_dram                                        
   162.162480015            692,674      ocr.demand_data_rd.local_dram                                         
   164.164926576             72,946      ocr.demand_data_rd.remote_dram                                        
   164.164926576            670,521      ocr.demand_data_rd.local_dram                                         
   166.166587677             73,895      ocr.demand_data_rd.remote_dram                                        
   166.166587677            674,398      ocr.demand_data_rd.local_dram                                         
   168.169026786             73,492      ocr.demand_data_rd.remote_dram                                        
   168.169026786            689,462      ocr.demand_data_rd.local_dram                                         
   170.170534401             73,780      ocr.demand_data_rd.remote_dram                                        
   170.170534401            677,206      ocr.demand_data_rd.local_dram                                         
   172.173000023             73,383      ocr.demand_data_rd.remote_dram                                        
   172.173000023            669,186      ocr.demand_data_rd.local_dram                                         
   174.174494979             72,703      ocr.demand_data_rd.remote_dram                                        
   174.174494979            686,841      ocr.demand_data_rd.local_dram                                         
   176.176920058             75,213      ocr.demand_data_rd.remote_dram                                        
   176.176920058            686,407      ocr.demand_data_rd.local_dram                                         
   178.178486590            103,751      ocr.demand_data_rd.remote_dram                                        
   178.178486590            756,838      ocr.demand_data_rd.local_dram                                         
   180.180967421             79,233      ocr.demand_data_rd.remote_dram                                        
   180.180967421            686,729      ocr.demand_data_rd.local_dram                                         
   182.182485219             84,832      ocr.demand_data_rd.remote_dram                                        
   182.182485219            705,800      ocr.demand_data_rd.local_dram                                         
   184.185047758             75,692      ocr.demand_data_rd.remote_dram                                        
   184.185047758            673,283      ocr.demand_data_rd.local_dram                                         
   186.186604591             76,751      ocr.demand_data_rd.remote_dram                                        
   186.186604591            673,897      ocr.demand_data_rd.local_dram                                         
   188.189375247             76,187      ocr.demand_data_rd.remote_dram                                        
   188.189375247            689,876      ocr.demand_data_rd.local_dram                                         
   190.190718650             77,082      ocr.demand_data_rd.remote_dram                                        
   190.190718650            679,636      ocr.demand_data_rd.local_dram                                         
   192.193250860             74,956      ocr.demand_data_rd.remote_dram                                        
   192.193250860            676,141      ocr.demand_data_rd.local_dram                                         
   194.194491972             74,401      ocr.demand_data_rd.remote_dram                                        
   194.194491972            675,281      ocr.demand_data_rd.local_dram                                         
   196.196980344             73,778      ocr.demand_data_rd.remote_dram                                        
   196.196980344            666,809      ocr.demand_data_rd.local_dram                                         
   198.198481721             74,702      ocr.demand_data_rd.remote_dram                                        
   198.198481721            680,304      ocr.demand_data_rd.local_dram                                         
   200.200933550             74,349      ocr.demand_data_rd.remote_dram                                        
   200.200933550            676,274      ocr.demand_data_rd.local_dram                                         
   202.202560048             73,823      ocr.demand_data_rd.remote_dram                                        
   202.202560048            678,696      ocr.demand_data_rd.local_dram                                         
   204.204976075             73,639      ocr.demand_data_rd.remote_dram                                        
   204.204976075            672,893      ocr.demand_data_rd.local_dram                                         
   206.206486960             75,310      ocr.demand_data_rd.remote_dram                                        
   206.206486960            681,739      ocr.demand_data_rd.local_dram                                         
   208.209097972             78,448      ocr.demand_data_rd.remote_dram                                        
   208.209097972            690,844      ocr.demand_data_rd.local_dram                                         
#           time             counts unit events
   210.210530905             78,492      ocr.demand_data_rd.remote_dram                                        
   210.210530905            682,248      ocr.demand_data_rd.local_dram                                         
   212.213217995             74,445      ocr.demand_data_rd.remote_dram                                        
   212.213217995            671,540      ocr.demand_data_rd.local_dram                                         
   214.214485111             73,260      ocr.demand_data_rd.remote_dram                                        
   214.214485111            674,461      ocr.demand_data_rd.local_dram                                         
   216.216944583             74,112      ocr.demand_data_rd.remote_dram                                        
   216.216944583            685,571      ocr.demand_data_rd.local_dram                                         
   218.218478819             73,715      ocr.demand_data_rd.remote_dram                                        
   218.218478819            669,869      ocr.demand_data_rd.local_dram                                         
   220.219432487             73,976      ocr.demand_data_rd.remote_dram                                        
   220.219432487            681,750      ocr.demand_data_rd.local_dram                                         
   221.469213419          2,897,038      ocr.demand_data_rd.remote_dram                                        
   221.469213419          2,912,208      ocr.demand_data_rd.local_dram                                         
