2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 480, 160, 10, 9418198314, 9426163025, 18844361339
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 490, 160, 10, 9612608051, 9620919941, 19233527992
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 500, 160, 10, 9807015972, 9815755085, 19622771057
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 510, 160, 10, 10001451485, 10010597734, 20012049219
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 520, 160, 10, 10195798841, 10205311398, 20401110239
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 530, 160, 10, 10389582186, 10399007733, 20788589919
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 540, 160, 10, 10584582368, 10593663409, 21178245777
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 550, 160, 10, 10779756500, 10788453330, 21568209830
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 560, 160, 10, 10974746105, 10983168348, 21957914453
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 570, 160, 10, 11169539316, 11177720677, 22347259993
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 580, 160, 10, 11364471147, 11372391957, 22736863104
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 590, 160, 10, 11558580656, 11566185245, 23124765901
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 600, 160, 10, 11752480155, 11761133492, 23513613647
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 610, 160, 10, 11946412927, 11956170367, 23902583294
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 620, 160, 10, 12140439483, 12151210626, 24291650109
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 630, 160, 10, 12334471547, 12346258637, 24680730184
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 640, 160, 10, 12528502022, 12541325398, 25069827420
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 650, 160, 10, 12722250684, 12736095974, 25458346658
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 660, 160, 10, 12916051515, 12930210932, 25846262447
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 670, 160, 10, 13110236990, 13124918229, 26235155219
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 680, 160, 10, 13304289880, 13319602316, 26623892196
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 690, 160, 10, 13498430543, 13514305562, 27012736105
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 700, 160, 10, 13692672620, 13709111343, 27401783963
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 710, 160, 10, 13886825098, 13903941882, 27790766980
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 720, 160, 10, 14080025195, 14097554384, 28177579579
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 730, 160, 10, 14274276735, 14292417840, 28566694575
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 740, 160, 10, 14468633867, 14487354731, 28955988598
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 750, 160, 10, 14662953779, 14682128916, 29345082695
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 760, 160, 10, 14857135623, 14876962230, 29734097853
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 770, 160, 10, 15051472089, 15071816517, 30123288606
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 780, 160, 10, 15245077749, 15265290271, 30510368020
2025-03-21, 12:55:06, bst, 1000000, 80, regular, regular, 790, 160, 10, 15439691648, 15459695661, 30899387309  BST Results
