Date, Time, Num_Tables, Num_Threads, Thread_Config, DS_Config, Buckets, Workload, Duration, Num_Keys, Interval, Ops_Node0, Ops_Node1, Total_Ops
2026-07-07, 19:45:26, 10, 80, numa, numa, 10007, C-50-50-50-C-100-0-50, 0, 1000000, 10, 0, 0, 0
2026-07-07, 19:45:43, 10, 80, numa, numa, 10007, C-50-50-50-C-100-0-50, 10, 1000000, 10, 27647048, 25923172, 53570220
2026-07-07, 19:45:43, 10, 80, numa, regular, 10007, C-50-50-50-C-100-0-50, 0, 1000000, 10, 0, 0, 0
2026-07-07, 19:46:01, 10, 80, numa, regular, 10007, C-50-50-50-C-100-0-50, 10, 1000000, 10, 26491641, 28848358, 55339999
